road_name,neighborhood,diagnosis_date,latitude,longitude,administrative_area_code,year,cases
新田路,新田里,2015/09/22,22.954,120.264,67000270,104,1
長溪街,頂安里,2015/09/22,23.043,120.204,67000350,104,2
康樂街,中正里,2015/09/22,22.997,120.196,67000370,104,32
立德五路,大福里,2015/09/23,22.976,120.216,67000320,104,5
新民街,鹽行里,2015/09/23,23.041,120.241,67000310,104,1
中山南路,大橋里,2015/09/23,23.018,120.233,67000310,104,4
民族街,水林里,2015/09/23,23.234,120.349,67000090,104,1
衛國街,東安里,2015/09/23,22.986,120.222,67000320,104,7
新行路,鹽行里,2015/09/23,23.041,120.243,67000310,104,2
復興路,建國里,2015/09/23,22.998,120.249,67000310,104,3
新義路,彰南里,2015/09/23,22.97,120.178,67000330,104,1
裕農一街,關聖里,2015/09/23,22.986,120.239,67000320,104,2
長溪路,長安里,2015/09/23,23.071,120.199,67000350,104,1
公學路,南興里,2015/09/23,23.072,120.158,67000350,104,2
安和路,州北里,2015/09/23,23.072,120.217,67000350,104,1
安中路,梅花里,2015/09/23,23.041,120.194,67000350,104,1
北園街,開元里,2015/09/23,23.015,120.222,67000340,104,1
永福路,小西里,2015/09/23,22.986,120.2,67000370,104,2
大安街,理想里,2015/09/23,23.037,120.193,67000350,104,1
建平一街,國平里,2015/09/23,22.985,120.177,67000360,104,2
仁和路,和平里,2015/09/23,22.973,120.233,67000320,104,5
大通路,後市里,2015/09/23,22.971,120.26,67000280,104,1
中華路,成功里,2015/09/23,23.003,120.237,67000310,104,1
武聖路,光賢里,2015/09/23,23.006,120.188,67000370,104,3
文化街,南保里,2015/09/23,22.971,120.276,67000280,104,1
明興路,喜東里,2015/09/23,22.938,120.182,67000330,104,1
民生路,東角里,2015/09/23,23.18,120.256,67000070,104,1
民生路,晉江里,2015/09/23,23.18,120.255,67000070,104,1
大同路,大林里,2015/09/23,22.973,120.213,67000330,104,4
喜樹路,喜北里,2015/09/23,22.942,120.177,67000330,104,3
海佃路,理想里,2015/09/23,23.036,120.19,67000350,104,1
北華街,五福里,2015/09/23,22.961,120.223,67000340,104,1
光華街,龍山里,2015/09/23,22.984,120.219,67000320,104,1
東豐路,中樓里,2015/09/23,23.004,120.216,67000340,104,4
鹽埕路,光明里,2015/09/23,22.972,120.188,67000330,104,5
樹林街,郡王里,2015/09/23,22.984,120.207,67000370,104,1
府前路,福安里,2015/09/23,23.178,120.489,67000370,104,1
大同路,大林里,2015/09/23,22.942,120.261,67000330,104,1
八德街,埔園里,2015/09/23,23.037,120.257,67000310,104,1
東門路,富強里,2015/09/23,22.983,120.229,67000320,104,2
安北路,海頭里,2015/09/23,23.003,120.162,67000360,104,5
開元路,勝安里,2015/09/23,23.008,120.218,67000340,104,2
崇德路,崇成里,2015/09/23,22.97,120.227,67000320,104,1
中華南路,建南里,2015/09/23,22.96,120.189,67000330,104,2
崇明路,富裕里,2015/09/23,22.975,120.223,67000320,104,1
育德二路,成德里,2015/09/23,23.008,120.201,67000340,104,2
忠義街,中華里,2015/09/23,23.0,120.238,67000310,104,2
大橋三街,大橋里,2015/09/23,23.241,120.132,67000310,104,1
中正路,楠西里,2015/09/23,23.168,120.487,67000240,104,1
中正南路,六甲里,2015/09/23,22.97,120.272,67000280,104,1
長榮路,大潭里,2015/09/23,22.908,120.272,67000280,104,1
文賢路,成功里,2015/09/23,22.943,120.223,67000270,104,1
港口里,港口里,2015/09/23,23.094,120.23,67000210,104,1
中華路,五王里,2015/09/23,23.019,120.225,67000310,104,6
立德路,大福里,2015/09/23,22.974,120.216,67000320,104,2
中華南路,大忠里,2015/09/23,22.971,120.212,67000330,104,4
大安街,理想里,2015/09/23,23.038,120.193,67000350,104,3
竹林路,竹林里,2015/09/23,23.037,120.305,67000180,104,1
田厝路,田厝里,2015/09/23,22.936,120.245,67000270,104,2
崇明十六街,崇成里,2015/09/23,22.971,120.227,67000320,104,11
崇德十三街,崇成里,2015/09/23,22.971,120.229,67000320,104,7
開南街,華興里,2015/09/23,23.007,120.223,67000340,104,3
德南路,後壁里,2015/09/23,22.946,120.257,67000270,104,1
北門路,大道里,2015/09/23,22.997,120.212,67000340,104,1
中華東路,崇信里,2015/09/23,22.981,120.228,67000320,104,5
中山南路,二王里,2015/09/23,23.013,120.229,67000310,104,7
體育街,竹溪里,2015/09/23,22.98,120.208,67000330,104,4
健康路,大成里,2015/09/23,22.98,120.201,67000330,104,1
新興路,田寮里,2015/09/23,22.98,120.197,67000330,104,10
德新路,郡南里,2015/09/23,22.964,120.195,67000330,104,1
安中路,淵中里,2015/09/23,23.05,120.168,67000350,104,2
聖南街,金華里,2015/09/23,22.98,120.191,67000330,104,6
怡東路,東明里,2015/09/23,22.993,120.223,67000320,104,1
仁義路,仁義里,2015/09/23,22.967,120.255,67000270,104,3
安中路,淵東里,2015/09/23,23.049,120.177,67000350,104,1
安中路,淵中里,2015/09/23,23.049,120.176,67000350,104,2
文賢路,大和里,2015/09/23,22.979,120.226,67000340,104,2
土庫六街,土庫里,2015/09/23,22.988,120.26,67000270,104,1
海佃路,海佃里,2015/09/23,23.063,120.177,67000350,104,1
公學路,南興里,2015/09/23,23.315,120.324,67000350,104,1
裕信路,南聖里,2015/09/23,22.988,120.244,67000320,104,3
大興街,大和里,2015/09/23,23.012,120.19,67000340,104,11
工業路,二鎮里,2015/09/23,23.214,120.322,67000100,104,1
北保一街,新田里,2015/09/23,22.95,120.264,67000270,104,1
公園路,西灣里,2015/09/23,23.013,120.26,67000310,104,1
興南街,佛壇里,2015/09/23,22.921,120.183,67000330,104,2
民安路,後壁里,2015/09/23,22.965,120.23,67000270,104,2
中華西路,文南里,2015/09/23,22.981,120.184,67000330,104,5
崇善路,德高里,2015/09/23,22.965,120.236,67000320,104,2
中正路,仁得里,2015/09/23,23.228,120.179,67000130,104,1
小新里,小新里,2015/09/23,23.114,120.307,67000190,104,1
月眉園路,小新里,2015/09/23,23.111,120.304,67000190,104,1
大順街,後市里,2015/09/23,22.965,120.286,67000280,104,1
國安街,國安里,2015/09/23,23.025,120.186,67000350,104,1
海佃路,海佃里,2015/09/23,23.024,120.191,67000350,104,3
東榮街,東勢里,2015/09/23,22.954,120.34,67000290,104,1
新和一路,彰南里,2015/09/23,22.966,120.181,67000330,104,2
國安街,國安里,2015/09/23,23.024,120.186,67000350,104,4
民安路,後壁里,2015/09/23,22.954,120.246,67000270,104,1
永明街,龍潭里,2015/09/23,23.025,120.265,67000310,104,1
鯤鯓路,鯤鯓里,2015/09/23,22.954,120.173,67000330,104,1
國安街,海佃里,2015/09/23,23.026,120.189,67000350,104,2
喜樹路,喜北里,2015/09/23,22.992,120.214,67000330,104,4
復興路,建國里,2015/09/23,22.992,120.246,67000310,104,1
民安路,後壁里,2015/09/23,22.95,120.255,67000270,104,1
中正南路,尚頂里,2015/09/23,23.027,120.223,67000310,104,2
南台街,尚頂里,2015/09/23,23.024,120.225,67000310,104,7
西港里,西港里,2015/09/23,23.136,120.198,67000140,104,1
崇善路,崇德里,2015/09/23,22.977,120.227,67000320,104,1
國平路,華平里,2015/09/23,22.996,120.173,67000360,104,2
建平十二街,怡平里,2015/09/23,22.996,120.177,67000360,104,1
正興街,中正里,2015/09/23,23.196,120.477,67000370,104,1
民生路,水仙里,2015/09/23,22.996,120.193,67000370,104,20
南門路,進學里,2015/09/23,22.988,120.204,67000370,104,1
城安2街,城中里,2015/09/23,23.066,120.128,67000350,104,1
州平二街,金城里,2015/09/23,22.997,120.151,67000360,104,1
美南街,文南里,2015/09/23,22.987,120.189,67000330,104,7
鹽洲二街,鹽洲里,2015/09/23,23.045,120.236,67000310,104,1
開元路,中樓里,2015/09/23,23.017,120.222,67000340,104,16
安西里,安西里,2015/09/23,23.163,120.162,67000120,104,1
北門路,公正里,2015/09/23,22.995,120.212,67000370,104,1
大橋二街,大橋里,2015/09/23,23.021,120.231,67000310,104,1
興中街,永華里,2015/09/23,22.978,120.202,67000370,104,2
文化路,安西里,2015/09/23,23.163,120.167,67000120,104,1
大同路,大同里,2015/09/23,22.969,120.274,67000320,104,1
西門路,天后里,2015/09/23,22.996,120.2,67000370,104,8
國安街,海佃里,2015/09/23,23.028,120.189,67000350,104,2
東門路,東門里,2015/09/23,22.988,120.215,67000320,104,5
小新里,小新里,2015/09/23,23.123,120.315,67000190,104,1
海安路,成德里,2015/09/23,23.011,120.201,67000340,104,1
北門路,公正里,2015/09/23,22.995,120.211,67000370,104,4
平安里,平安里,2015/09/23,22.995,120.215,67000360,104,15
府安路,溪東里,2015/09/24,23.025,120.205,67000350,104,1
六嘉里,六嘉里,2015/09/24,23.08,120.221,67000210,104,1
安富街,安富里,2015/09/24,23.025,120.194,67000350,104,1
聖龍街,埔園里,2015/09/24,23.031,120.259,67000310,104,1
德洋路,後壁里,2015/09/24,22.955,120.244,67000270,104,2
海環街,海西里,2015/09/24,23.036,120.183,67000350,104,1
信義路,中央里,2015/09/24,23.035,120.305,67000180,104,3
府安路,安富里,2015/09/24,23.024,120.198,67000350,104,3
二王路,二王里,2015/09/24,23.021,120.249,67000310,104,1
中山南路,二王里,2015/09/24,23.021,120.248,67000310,104,3
龍埔街,龍潭里,2015/09/24,23.035,120.263,67000310,104,2
本原街,溪心里,2015/09/24,23.055,120.179,67000350,104,1
濟生街,協進里,2015/09/24,22.91,120.207,67000370,104,1
安和路,安東里,2015/09/24,23.035,120.214,67000350,104,1
義安街,大安里,2015/09/24,23.035,120.196,67000350,104,1
開元里,開元里,2015/09/24,23.054,120.473,67000340,104,1
二王里,二王里,2015/09/24,23.034,120.255,67000310,104,4
海佃路,理想里,2015/09/24,23.036,120.192,67000350,104,1
本原街,溪心里,2015/09/24,23.058,120.188,67000350,104,3
北安路,成功里,2015/09/24,23.021,120.207,67000340,104,1
公學路,佃東里,2015/09/24,23.067,120.176,67000350,104,1
正強街,正強里,2015/09/24,23.027,120.253,67000310,104,2
烏竹北街,烏竹里,2015/09/24,23.046,120.263,67000310,104,1
本原街,淵東里,2015/09/24,23.047,120.166,67000350,104,1
公園路,國姓里,2015/09/24,23.047,120.224,67000340,104,1
長和路,布袋里,2015/09/24,23.063,120.208,67000350,104,1
金華路,金華里,2015/09/24,23.121,120.203,67000330,104,2
長大路,大潭里,2015/09/24,22.907,120.273,67000280,104,1
安吉路,原佃里,2015/09/24,23.046,120.189,67000350,104,1
灣裡路,佛壇里,2015/09/24,22.923,120.184,67000330,104,1
德善路,上崙里,2015/09/24,22.946,120.259,67000270,104,1
中山路,埔園里,2015/09/24,23.032,120.256,67000310,104,1
灣裡路,省躬里,2015/09/24,22.93,120.181,67000330,104,1
永明街,龍潭里,2015/09/24,23.025,120.263,67000310,104,2
三村二街,鹽洲里,2015/09/24,23.045,120.237,67000310,104,1
全興里,全興里,2015/09/24,23.03,120.293,67000180,104,1
國民路,龍潭里,2015/09/24,23.026,120.262,67000310,104,1
鹽洲一街,鹽洲里,2015/09/24,23.041,120.234,67000310,104,2
中正南街,鹽洲里,2015/09/24,23.041,120.236,67000310,104,2
崇明19街,崇成里,2015/09/24,23.033,120.193,67000320,104,1
安中路,淵中里,2015/09/24,23.05,120.171,67000350,104,1
聖龍街,永康里,2015/09/24,23.03,120.259,67000310,104,1
安和路,安東里,2015/09/24,23.033,120.213,67000350,104,1
安明路,城東里,2015/09/24,23.066,120.134,67000350,104,1
興南街,佛壇里,2015/09/24,22.921,120.184,67000330,104,2
文賢路,保安里,2015/09/24,22.929,120.231,67000270,104,1
永大路,永康里,2015/09/24,23.023,120.26,67000310,104,1
安和路,淵東里,2015/09/24,23.062,120.217,67000350,104,1
正強里,正強里,2015/09/24,23.029,120.251,67000310,104,1
新興街,六合里,2015/09/24,23.011,120.228,67000310,104,1
建平17街,建平里,2015/09/24,23.011,120.245,67000360,104,1
中華路,民生里,2015/09/24,23.304,120.309,67000010,104,2
護鎮里,護鎮里,2015/09/24,23.332,120.307,67000010,104,1
健康路,竹溪里,2015/09/24,22.979,120.209,67000330,104,1
富農街,虎尾里,2015/09/24,22.979,120.236,67000320,104,2
育平六街,平通里,2015/09/24,22.993,120.166,67000360,104,2
後甲里,後甲里,2015/09/24,22.992,120.238,67000320,104,2
大同路,大德里,2015/09/24,22.98,120.215,67000320,104,3
青年路,青年里,2015/09/24,22.992,120.209,67000370,104,5
青年路,青年里,2015/09/24,22.992,120.208,67000370,104,3
大武街,力行里,2015/09/24,23.017,120.221,67000340,104,21
復國二路,復華里,2015/09/24,23.013,120.249,67000310,104,2
南工街,二王里,2015/09/24,23.013,120.239,67000310,104,5
崇明路,忠孝里,2015/09/24,22.978,120.219,67000320,104,4
子龍里,子龍里,2015/09/24,23.175,120.209,67000120,104,1
裕信路,裕聖里,2015/09/24,22.98,120.245,67000320,104,2
忠義路,永華里,2015/09/24,22.991,120.203,67000370,104,4
永大一路,網寮里,2015/09/24,23.017,120.256,67000310,104,2
育德路,和順里,2015/09/24,23.007,120.204,67000340,104,2
崇德24街,崇文里,2015/09/24,23.32,120.268,67000320,104,2
民權路,萬昌里,2015/09/24,22.99,120.211,67000370,104,4
開南街,力行里,2015/09/24,23.007,120.229,67000340,104,3
健康路,大成里,2015/09/24,22.981,120.21,67000330,104,2
太子南路,太子里,2015/09/24,22.989,120.259,67000270,104,1
海安路,文元里,2015/09/24,23.018,120.2,67000340,104,7
中山路,仁義里,2015/09/24,22.97,120.266,67000270,104,1
崇明16街,崇成里,2015/09/24,22.981,120.217,67000320,104,3
中華北路,賢北里,2015/09/24,23.007,120.184,67000340,104,2
國民路,大忠里,2015/09/24,22.972,120.21,67000330,104,2
忠義路,永福里,2015/09/24,22.996,120.203,67000370,104,5
大廟一街,大廟里,2015/09/24,22.996,120.275,67000280,104,1
新興路,田寮里,2015/09/24,22.975,120.192,67000330,104,2
西賢五街,西賢里,2015/09/24,23.001,120.172,67000370,104,4
忠勇街,中華里,2015/09/24,23.001,120.238,67000310,104,3
中山路,仁德里,2015/09/24,22.975,120.239,67000270,104,1
永春街,明興里,2015/09/24,22.965,120.192,67000330,104,12
安北路,西門里,2015/09/24,23.0,120.152,67000360,104,1
大灣一街,東灣里,2015/09/24,23.001,120.268,67000310,104,1
府前一街,大涼里,2015/09/24,23.002,120.201,67000370,104,3
小東路,中華里,2015/09/24,22.999,120.235,67000310,104,6
水交社路,明德里,2015/09/24,22.976,120.202,67000330,104,1
湖美街,西湖里,2015/09/24,23.003,120.179,67000370,104,4
北興路,北灣里,2015/09/24,23.014,120.267,67000310,104,1
七甲里,七甲里,2015/09/24,22.973,120.273,67000280,104,1
大灣路,北灣里,2015/09/24,23.015,120.269,67000310,104,1
建南路,文南里,2015/09/24,22.999,120.195,67000330,104,18
仁和路,和平里,2015/09/24,22.973,120.232,67000320,104,4
東豐路,重興里,2015/09/24,23.003,120.226,67000340,104,1
南工街,二王里,2015/09/24,23.014,120.237,67000310,104,4
中華東路,大福里,2015/09/24,22.973,120.217,67000320,104,2
廣安里,廣安里,2015/09/24,23.393,120.387,67000030,104,1
成功路,公園里,2015/09/24,22.998,120.209,67000340,104,3
大同路,大忠里,2015/09/24,22.973,120.212,67000330,104,2
公園路,三民里,2015/09/24,22.998,120.207,67000370,104,15
仁中六街,仁德里,2015/09/24,22.964,120.253,67000270,104,1
府前一街,大涼里,2015/09/24,22.997,120.187,67000370,104,2
新關二路,埤頭里,2015/09/24,23.004,120.314,67000290,104,1
和緯路,大豐里,2015/09/24,23.195,120.307,67000340,104,1
中正路,仁義里,2015/09/24,22.967,120.254,67000270,104,1
崇學路,崇信里,2015/09/24,22.981,120.226,67000320,104,2
怡東路,東明里,2015/09/24,22.991,120.228,67000320,104,1
健康路,文南里,2015/09/24,22.982,120.188,67000330,104,3
東門路,自強里,2015/09/24,22.987,120.236,67000320,104,6
國光七街,西灣里,2015/09/24,23.01,120.261,67000310,104,3
崇德路,東智里,2015/09/24,22.962,120.228,67000320,104,2
富農街,南聖里,2015/09/24,22.988,120.236,67000320,104,4
健康路,法華里,2015/09/24,22.982,120.208,67000370,104,3
南門路,五妃里,2015/09/24,22.985,120.205,67000370,104,1
林森路,忠孝里,2015/09/24,22.982,120.215,67000320,104,7
大灣路,西灣里,2015/09/24,23.008,120.259,67000310,104,1
健康一街,文平里,2015/09/24,22.987,120.181,67000360,104,1
東橋二街,東橋里,2015/09/24,23.019,120.238,67000310,104,1
新都路,白雪里,2015/09/24,22.968,120.19,67000330,104,14
文賢街,北灣里,2015/09/24,23.01,120.273,67000310,104,1
東橋三路,東橋里,2015/09/24,23.018,120.235,67000310,104,1
新建路,開南里,2015/09/24,22.969,120.186,67000330,104,5
新義南路,彰南里,2015/09/24,22.969,120.182,67000330,104,1
金華路,文南里,2015/09/24,22.985,120.19,67000330,104,4
樹林街,開山里,2015/09/24,22.986,120.21,67000370,104,3
復華8街,復華里,2015/09/24,23.012,120.246,67000310,104,1
金華路,府南里,2015/09/24,22.97,120.194,67000330,104,2
崇善東路,崇善里,2015/09/24,22.968,120.232,67000320,104,2
大同路,大同里,2015/09/24,23.236,120.178,67000320,104,1
東門路,自強里,2015/09/24,22.981,120.232,67000320,104,1
北成路,成功里,2015/09/24,22.982,120.227,67000340,104,11
大興街,大豐里,2015/09/24,23.009,120.189,67000340,104,1
惠安街,頂安里,2015/09/25,23.027,120.207,67000350,104,7
大學里,大學里,2015/09/25,22.995,120.221,67000320,104,3
新興路,田寮里,2015/09/25,22.977,120.193,67000330,104,5
中生里,中生里,2015/09/25,22.986,120.238,67000270,104,1
和緯路,大豐里,2015/09/25,23.009,120.217,67000340,104,2
喜樹路,喜南里,2015/09/25,22.939,120.178,67000330,104,5
西門路,天后里,2015/09/25,22.997,120.2,67000370,104,1
德祥街,德高里,2015/09/25,22.966,120.237,67000320,104,1
復興路,建國里,2015/09/25,23.004,120.25,67000310,104,1
大順六街,後市里,2015/09/25,22.966,120.289,67000280,104,1
公園路,赤嵌里,2015/09/25,22.997,120.207,67000370,104,1
夏林路,新興里,2015/09/25,23.241,120.137,67000330,104,1
大明街,八甲里,2015/09/25,22.977,120.296,67000280,104,1
安通路,安西里,2015/09/25,23.03,120.207,67000350,104,1
大社里,大社里,2015/09/25,23.094,120.318,67000200,104,1
仁和路,仁和里,2015/09/25,22.97,120.238,67000320,104,3
大成路,新厝里,2015/09/25,22.964,120.294,67000280,104,2
大同路,大同里,2015/09/25,22.984,120.211,67000320,104,4
安北路,石門里,2015/09/25,23.001,120.168,67000360,104,4
中興街,海頭里,2015/09/25,23.001,120.162,67000360,104,2
古堡街,海頭里,2015/09/25,23.001,120.161,67000360,104,1
仁和路,仁和里,2015/09/25,23.353,120.418,67000320,104,1
永華路,西灣里,2015/09/25,23.011,120.259,67000310,104,1
大同里,大同里,2015/09/25,23.085,120.223,67000210,104,1
福德街,中正里,2015/09/25,23.129,120.468,67000230,104,2
三甲里,三甲里,2015/09/25,22.934,120.24,67000270,104,1
郡安路,安和里,2015/09/25,23.028,120.209,67000350,104,3
北園街,新勝里,2015/09/25,23.01,120.222,67000340,104,3
樹林二街,郡王里,2015/09/25,23.16,120.178,67000370,104,1
府安路,安富里,2015/09/25,23.025,120.198,67000350,104,1
公學路,學東里,2015/09/25,23.079,120.147,67000350,104,1
中清一街,仁義里,2015/09/25,22.973,120.255,67000270,104,2
東門路,和平里,2015/09/25,22.976,120.234,67000320,104,2
北門路,大道里,2015/09/25,23.012,120.217,67000340,104,9
公園路,興北里,2015/09/25,23.003,120.211,67000340,104,1
長榮路,中西里,2015/09/25,23.003,120.223,67000320,104,4
光復路,六安里,2015/09/25,23.165,120.175,67000120,104,2
新仁路,彰南里,2015/09/25,22.977,120.183,67000330,104,1
公園路,許厝里,2015/09/25,22.964,120.296,67000280,104,4
安中路,梅花里,2015/09/25,23.041,120.195,67000350,104,1
復國一路,復國里,2015/09/25,23.005,120.246,67000310,104,2
國光街,文化里,2015/09/25,22.971,120.291,67000280,104,1
永二路,二王里,2015/09/25,23.017,120.257,67000310,104,3
佳北路,六安里,2015/09/25,23.17,120.18,67000120,104,1
大灣路,北灣里,2015/09/25,23.017,120.266,67000310,104,1
建平五街,文平里,2015/09/25,22.988,120.181,67000360,104,3
城北路,城東里,2015/09/25,23.066,120.132,67000350,104,2
勝利路,中西里,2015/09/25,22.99,120.219,67000320,104,1
郡平路,億載里,2015/09/25,22.99,120.161,67000360,104,1
灣裡路,永寧里,2015/09/25,22.912,120.185,67000330,104,1
光復街,二甲里,2015/09/25,23.231,120.347,67000090,104,1
勝學路,勝利里,2015/09/25,23.008,120.231,67000310,104,2
信義路,仁得里,2015/09/25,23.232,120.178,67000130,104,1
開南街,華興里,2015/09/25,23.008,120.223,67000340,104,5
裕農路,後甲里,2015/09/25,22.989,120.238,67000320,104,1
中正南路,尚頂里,2015/09/25,23.031,120.226,67000310,104,1
長文街,布袋里,2015/09/25,22.917,120.344,67000290,104,1
林森路,崇誨里,2015/09/25,22.989,120.226,67000320,104,10
新中路,橋南里,2015/09/25,23.309,120.275,67000020,104,1
長和路,東和里,2015/09/25,23.059,120.231,67000350,104,1
西門路,田寮里,2015/09/25,23.013,120.209,67000330,104,5
永二街,二王里,2015/09/25,23.021,120.247,67000310,104,2
北安路,州南里,2015/09/25,23.061,120.214,67000350,104,1
大橋一街,大橋里,2015/09/25,23.021,120.227,67000310,104,4
精忠街,大山里,2015/09/25,23.008,120.213,67000340,104,9
海安路,普濟里,2015/09/25,23.008,120.2,67000370,104,2
行大街,大甲里,2015/09/25,22.916,120.217,67000270,104,1
平豐路,育平里,2015/09/25,22.989,120.164,67000360,104,3
永成路,府南里,2015/09/25,22.967,120.195,67000330,104,8
明興路,省躬里,2015/09/25,22.933,120.182,67000330,104,1
新興路,國宅里,2015/09/25,22.975,120.186,67000330,104,4
永福街,永康里,2015/09/25,23.018,120.261,67000310,104,3
四維街,正強里,2015/09/25,23.033,120.252,67000310,104,8
忠義路,三民里,2015/09/25,22.994,120.203,67000370,104,7
崇明五街,忠孝里,2015/09/25,22.98,120.217,67000320,104,2
育平路,育平里,2015/09/25,22.987,120.167,67000360,104,1
大灣路,北灣里,2015/09/25,23.013,120.27,67000310,104,1
龍潭街,王行里,2015/09/25,23.033,120.267,67000310,104,2
竹林里,竹林里,2015/09/25,23.121,120.18,67000140,104,1
二行里,二行里,2015/09/25,22.921,120.22,67000270,104,1
長榮路,仁愛里,2015/09/25,22.994,120.223,67000340,104,1
永二街,二王里,2015/09/25,23.018,120.247,67000310,104,4
大成二街,新厝里,2015/09/25,22.963,120.294,67000280,104,1
永華路,崑山里,2015/09/25,23.006,120.26,67000310,104,1
健康路,竹溪里,2015/09/25,22.98,120.209,67000330,104,1
郡王里,郡王里,2015/09/25,22.987,120.207,67000370,104,1
後營里,後營里,2015/09/26,23.142,120.216,67000140,104,1
崇明十五街,崇成里,2015/09/26,22.972,120.226,67000320,104,1
中山南路,西橋里,2015/09/26,23.012,120.226,67000310,104,2
文華路,仁德里,2015/09/26,22.974,120.244,67000270,104,1
大民街,北灣里,2015/09/26,23.011,120.268,67000310,104,1
仁和路,仁和里,2015/09/26,22.971,120.234,67000320,104,3
王行路,王行里,2015/09/26,23.033,120.276,67000310,104,1
南工街,三合里,2015/09/26,23.011,120.238,67000310,104,1
灣裡路,省躬里,2015/09/26,22.934,120.179,67000330,104,1
中華北路,大港里,2015/09/26,23.01,120.185,67000340,104,1
中華路,中興里,2015/09/26,23.141,120.325,67000310,104,1
大灣路,北灣里,2015/09/26,23.013,120.272,67000310,104,1
大同路,大忠里,2015/09/26,22.97,120.216,67000330,104,1
大同路,大忠里,2015/09/26,22.973,120.214,67000330,104,6
新興路,日新里,2015/09/26,22.974,120.188,67000330,104,5
大灣路,西灣里,2015/09/26,23.012,120.258,67000310,104,2
正強街,正強里,2015/09/26,23.033,120.251,67000310,104,1
忠孝路,成功里,2015/09/26,23.004,120.239,67000310,104,4
林森路,華興里,2015/09/26,23.007,120.224,67000340,104,3
文賢路,文成里,2015/09/26,23.004,120.195,67000340,104,5
中山北路,永康里,2015/09/26,23.028,120.259,67000310,104,2
崑山路,崑山里,2015/09/26,23.005,120.259,67000310,104,1
大灣路,大灣里,2015/09/26,23.008,120.268,67000310,104,2
立興街,南灣里,2015/09/26,23.003,120.264,67000310,104,1
正新路,豐榮里,2015/09/26,23.034,120.303,67000180,104,1
文賢街,大灣里,2015/09/26,23.005,120.273,67000310,104,1
大仁街,崑山里,2015/09/26,23.001,120.256,67000310,104,1
中華路,中興里,2015/09/26,23.021,120.224,67000310,104,7
華平路,國平里,2015/09/26,22.985,120.173,67000360,104,3
西港里,西港里,2015/09/26,23.126,120.207,67000140,104,1
西勢路,永康里,2015/09/26,23.022,120.264,67000310,104,1
中正路,六甲里,2015/09/26,23.235,120.353,67000090,104,1
大同街,永康里,2015/09/26,23.023,120.263,67000310,104,1
崇善十五街,大智里,2015/09/26,22.964,120.233,67000320,104,2
潭頂里,潭頂里,2015/09/26,23.076,120.319,67000200,104,1
謝安里,謝安里,2015/09/26,23.15,120.236,67000070,104,1
大橋一街,大橋里,2015/09/26,23.023,120.229,67000310,104,2
大橋一街,大橋里,2015/09/26,23.019,120.232,67000310,104,2
建平八街,華平里,2015/09/26,22.992,120.172,67000360,104,2
總安街,安順里,2015/09/26,23.051,120.217,67000350,104,4
光和里,光和里,2015/09/26,23.075,120.383,67000260,104,1
府東街,泉南里,2015/09/26,22.996,120.211,67000320,104,1
林森路,重興里,2015/09/26,22.988,120.224,67000340,104,3
三村一街,鹽行里,2015/09/26,23.045,120.24,67000310,104,1
二王路,二王里,2015/09/26,23.016,120.248,67000310,104,1
民生南街,歸南里,2015/09/26,22.961,120.28,67000280,104,1
安生街,新順里,2015/09/26,23.046,120.215,67000350,104,1
長溪路,總頭里,2015/09/26,23.054,120.204,67000350,104,1
中正南路,六甲里,2015/09/26,22.956,120.282,67000280,104,1
公學路,佃東里,2015/09/26,23.07,120.176,67000350,104,1
中華東路,自強里,2015/09/26,22.984,120.234,67000320,104,1
崇善路,崇德里,2015/09/26,22.975,120.227,67000320,104,1
中正路,鹽行里,2015/09/26,23.04,120.238,67000310,104,1
府安路,幸福里,2015/09/26,23.02,120.187,67000350,104,10
中山東路,五王里,2015/09/26,23.015,120.235,67000310,104,2
府安路,州北里,2015/09/26,23.024,120.205,67000350,104,1
中正西路,二行里,2015/09/26,22.917,120.221,67000270,104,1
中華北路,文元里,2015/09/26,23.018,120.198,67000340,104,6
中華北路,大和里,2015/09/26,23.018,120.192,67000340,104,4
中正南路,新厝里,2015/09/26,22.963,120.293,67000280,104,1
中山路,竹圍里,2015/09/26,23.126,120.466,67000230,104,2
太子路,太子里,2015/09/26,22.99,120.257,67000270,104,1
建平六街,文平里,2015/09/26,22.988,120.183,67000360,104,1
中山路,仁德里,2015/09/26,22.976,120.239,67000270,104,2
永華路,民生里,2015/09/27,22.99,120.172,67000370,104,1
裕農路,關聖里,2015/09/27,22.985,120.237,67000320,104,1
安富街,安富里,2015/09/27,23.026,120.197,67000350,104,1
大營路,大營里,2015/09/27,23.1,120.307,67000200,104,1
長榮路,大潭里,2015/09/27,22.912,120.269,67000280,104,1
中華東路,崇信里,2015/09/27,22.971,120.267,67000320,104,1
安中路,城北里,2015/09/27,23.061,120.133,67000350,104,2
北門路,大仁里,2015/09/27,23.007,120.213,67000340,104,6
正強路,正強里,2015/09/27,23.026,120.253,67000310,104,1
東寧路,中西里,2015/09/27,22.991,120.222,67000320,104,1
安和路,安順里,2015/09/27,23.051,120.219,67000350,104,2
府安路,海南里,2015/09/27,23.013,120.179,67000350,104,1
府東街,龍山里,2015/09/27,22.986,120.218,67000320,104,1
成功一街,成功里,2015/09/27,22.959,120.225,67000270,104,4
東門路,東安里,2015/09/27,22.986,120.221,67000320,104,3
